,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,name,project,cluster_alg,tfidf,h_cat_tfidf,links_tfidf,key_words_tfidf,key_phrases_tfidf
177,177,177,177,177,building,food,kmeans_plain,0.0012788324604907635,0.0,0.0,0.0,0.0012788324604907635
178,178,178,178,178,business,food,kmeans_augmented,0.0040992202975668685,0.0,0.0,0.002438234354420677,0.0016609859431461914
179,179,179,179,179,business,food,kmeans_plain,0.004219754682923733,0.0,0.0,0.002410827058597831,0.0018089276243259023
180,180,180,180,180,butter,food,kmeans_augmented,0.00793501953703653,0.0,0.006804266607414627,0.0,0.0011307529296219025
181,181,181,181,181,butter,food,kmeans_plain,0.007775031674699054,0.0,0.006667374927011907,0.0,0.0011076567476871477
182,182,182,182,182,c.,food,kmeans_augmented,0.0013091202165029141,0.0,0.0,0.0,0.0013091202165029141
183,183,183,183,183,c.,food,kmeans_plain,0.0014337254672476074,0.0,0.0,0.0,0.0014337254672476074
184,184,184,184,184,caffeine,food,kmeans_augmented,0.00499086622309739,0.0,0.00499086622309739,0.0,0.0
185,185,185,185,185,cake,food,kmeans_augmented,0.006982176529832295,0.0,0.005808992668233492,0.0,0.0011731838615988033
186,186,186,186,186,cake,food,kmeans_plain,0.006529940471318396,0.0,0.005538019249307148,0.0,0.0009919212220112484
187,187,187,187,187,california,food,kmeans_augmented,0.009945168536811645,0.0,0.006384106062188338,0.002200041778670664,0.001361020695952642
188,188,188,188,188,california,food,kmeans_plain,0.010175823874797577,0.0,0.006467412720967122,0.0022001530166723426,0.001508258137158109
189,189,189,189,189,called,food,kmeans_augmented,0.003344291539248359,0.0,0.0,0.003344291539248359,0.0
190,190,190,190,190,called,food,kmeans_plain,0.003479627003353745,0.0,0.0,0.003479627003353745,0.0
191,191,191,191,191,calories,food,kmeans_augmented,0.0010270579857310242,0.0,0.0,0.0,0.0010270579857310242
192,192,192,192,192,calories,food,kmeans_plain,0.0009987392346618236,0.0,0.0,0.0,0.0009987392346618236
193,193,193,193,193,canada,food,kmeans_augmented,0.014398147203121506,0.0,0.011071276598573182,0.0020317371617989497,0.0012951334427493749
194,194,194,194,194,canada,food,kmeans_plain,0.013317201779709343,0.0,0.010046113911677505,0.001973128896681094,0.0012979589713507473
195,195,195,195,195,candy,food,kmeans_augmented,0.006580240361152114,0.0,0.006580240361152114,0.0,0.0
196,196,196,196,196,candy,food,kmeans_plain,0.006273290373459888,0.0,0.006273290373459888,0.0,0.0
197,197,197,197,197,capsicum_frutescens,food,kmeans_augmented,0.005818053676582164,0.0,0.005818053676582164,0.0,0.0
198,198,198,198,198,capsicum_frutescens,food,kmeans_plain,0.005807253789089171,0.0,0.005807253789089171,0.0,0.0
199,199,199,199,199,carbohydrate,food,kmeans_augmented,0.006285004421405876,0.0,0.006285004421405876,0.0,0.0
200,200,200,200,200,carbohydrate,food,kmeans_plain,0.004926847616438438,0.0,0.004926847616438438,0.0,0.0
201,201,201,201,201,carbon_dioxide,food,kmeans_augmented,0.005318581169413476,0.0,0.005318581169413476,0.0,0.0
202,202,202,202,202,carbon_dioxide,food,kmeans_plain,0.005308708438523554,0.0,0.005308708438523554,0.0,0.0
203,203,203,203,203,carbonation,food,kmeans_augmented,0.006022765094005265,0.0,0.006022765094005265,0.0,0.0
204,204,204,204,204,carbonation,food,kmeans_plain,0.006902337241799114,0.0,0.006902337241799114,0.0,0.0
205,205,205,205,205,carl_linnaeus,food,kmeans_augmented,0.005529022894874463,0.0,0.005529022894874463,0.0,0.0
206,206,206,206,206,carl_linnaeus,food,kmeans_plain,0.005688562794616292,0.0,0.005688562794616292,0.0,0.0
207,207,207,207,207,cassava,food,kmeans_plain,0.0042124252115450095,0.0,0.0042124252115450095,0.0,0.0
208,208,208,208,208,categories_by_city_in_the_united_states,food,kmeans_augmented,0.002785213992443475,0.002785213992443475,0.0,0.0,0.0
209,209,209,209,209,categories_by_city_in_the_united_states,food,kmeans_plain,0.003214381691834191,0.003214381691834191,0.0,0.0,0.0
210,210,210,210,210,categories_by_company,food,kmeans_augmented,0.0031227732762352995,0.0031227732762352995,0.0,0.0,0.0
211,211,211,211,211,categories_by_company,food,kmeans_plain,0.00309507089076817,0.00309507089076817,0.0,0.0,0.0
212,212,212,212,212,categories_by_continent,food,kmeans_augmented,0.003711309939905029,0.003711309939905029,0.0,0.0,0.0
213,213,213,213,213,categories_by_continent,food,kmeans_plain,0.003683588226518181,0.003683588226518181,0.0,0.0,0.0
214,214,214,214,214,categories_by_region,food,kmeans_augmented,0.0021743146988190366,0.0021743146988190366,0.0,0.0,0.0
215,215,215,215,215,categories_by_region,food,kmeans_plain,0.0021978060362437147,0.0021978060362437147,0.0,0.0,0.0
216,216,216,216,216,categories_by_type,food,kmeans_augmented,0.005990142705193807,0.005990142705193807,0.0,0.0,0.0
217,217,217,217,217,categories_by_type,food,kmeans_plain,0.006330656434651397,0.006330656434651397,0.0,0.0,0.0
218,218,218,218,218,cause,food,kmeans_augmented,0.0020363452188133678,0.0,0.0,0.0020363452188133678,0.0
219,219,219,219,219,cause,food,kmeans_plain,0.002054394892644317,0.0,0.0,0.002054394892644317,0.0
220,220,220,220,220,celebrity_chef,food,kmeans_plain,0.006319163681012482,0.0,0.006319163681012482,0.0,0.0
221,221,221,221,221,century,food,kmeans_augmented,0.0025197491289924,0.0,0.0,0.0025197491289924,0.0
222,222,222,222,222,century,food,kmeans_plain,0.0026043941299293645,0.0,0.0,0.0026043941299293645,0.0
223,223,223,223,223,ceo,food,kmeans_plain,0.0010093353335479845,0.0,0.0,0.0,0.0010093353335479845
224,224,224,224,224,cereal,food,kmeans_augmented,0.005048886797517445,0.0,0.005048886797517445,0.0,0.0
225,225,225,225,225,cereal,food,kmeans_plain,0.00481337021221051,0.0,0.00481337021221051,0.0,0.0
226,226,226,226,226,cereals,food,kmeans_plain,0.002537614487778087,0.002537614487778087,0.0,0.0,0.0
227,227,227,227,227,chain,food,kmeans_augmented,0.001815307955192143,0.0,0.0,0.0,0.001815307955192143
228,228,228,228,228,chain,food,kmeans_plain,0.0017464963959706267,0.0,0.0,0.0,0.0017464963959706267
229,229,229,229,229,chains,food,kmeans_augmented,0.0021339813713911427,0.0,0.0,0.0021339813713911427,0.0
230,230,230,230,230,chains,food,kmeans_plain,0.002080241993643513,0.0,0.0,0.002080241993643513,0.0
231,231,231,231,231,change,food,kmeans_augmented,0.0019469850330938567,0.0,0.0,0.0019469850330938567,0.0
