,project,cluster_alg,cluster_num,label_name,exposures,count,share,borda,avg_borda
311,internet,LDA,0,support,35,1,0.02857142857142857,1,0.02857142857142857
312,internet,LDA,0,html,35,6,0.17142857142857143,13,0.37142857142857144
313,internet,LDA,0,user,35,0,0.0,0,0.0
314,technology,LDA,2,circuit,13,0,0.0,0,0.0
315,technology,LDA,2,alternating_current,13,2,0.15384615384615385,7,0.5384615384615384
316,technology,LDA,2,electrical_components,13,9,0.6923076923076923,31,2.3846153846153846
317,technology,LDA,2,signal,13,1,0.07692307692307693,3,0.23076923076923078
318,technology,LDA,2,magnetic_field,13,2,0.15384615384615385,7,0.5384615384615384
319,technology,LDA,2,frequency,13,1,0.07692307692307693,2,0.15384615384615385
320,technology,LDA,2,electromagnetism,13,4,0.3076923076923077,14,1.0769230769230769
321,technology,LDA,2,design,13,0,0.0,0,0.0
322,technology,LDA,2,electronics,26,14,0.5384615384615384,60,2.3076923076923075
323,technology,LDA,2,transistor,13,2,0.15384615384615385,6,0.46153846153846156
324,technology,LDA,2,devices,13,6,0.46153846153846156,19,1.4615384615384615
325,technology,LDA,2,electricity,13,6,0.46153846153846156,15,1.1538461538461537
326,technology,LDA,2,light,13,0,0.0,0,0.0
327,technology,LDA,2,electrical_engineering,13,8,0.6153846153846154,29,2.230769230769231
328,technology,LDA,2,power,13,3,0.23076923076923078,8,0.6153846153846154
329,technology,LDA,2,voltage,13,2,0.15384615384615385,4,0.3076923076923077
330,technology,LDA,2,system,13,3,0.23076923076923078,6,0.46153846153846156
331,technology,LDA,2,device,13,1,0.07692307692307693,2,0.15384615384615385
332,technology,LDA,2,signals,13,1,0.07692307692307693,1,0.07692307692307693
333,internet,kmeans_plain,2,internet_properties_by_year_of_establishment,15,2,0.13333333333333333,9,0.6
334,internet,kmeans_plain,2,computing_culture,15,5,0.3333333333333333,21,1.4
335,internet,kmeans_plain,2,history_of_the_internet,15,4,0.26666666666666666,19,1.2666666666666666
336,internet,kmeans_plain,2,value,15,1,0.06666666666666667,4,0.26666666666666666
337,internet,kmeans_plain,2,series,15,2,0.13333333333333333,6,0.4
338,internet,kmeans_plain,2,entertainment_websites,15,6,0.4,23,1.5333333333333334
339,internet,kmeans_plain,2,times,15,1,0.06666666666666667,3,0.2
340,internet,kmeans_plain,2,the_new_york_times,15,0,0.0,0,0.0
341,internet,kmeans_plain,2,book,15,1,0.06666666666666667,3,0.2
342,internet,kmeans_plain,2,video,15,3,0.2,9,0.6
343,internet,kmeans_plain,2,youtube,30,12,0.4,42,1.4
344,internet,kmeans_plain,2,alexa_internet,15,1,0.06666666666666667,2,0.13333333333333333
345,internet,kmeans_plain,2,websites_by_topic,15,3,0.2,13,0.8666666666666667
346,internet,kmeans_plain,2,post,15,2,0.13333333333333333,6,0.4
347,internet,kmeans_plain,2,ip_address,15,0,0.0,0,0.0
348,internet,kmeans_plain,2,define,15,1,0.06666666666666667,3,0.2
349,internet,kmeans_plain,2,web_series,15,3,0.2,10,0.6666666666666666
350,internet,kmeans_plain,2,site,15,4,0.26666666666666666,8,0.5333333333333333
351,internet,kmeans_plain,2,twitter,15,0,0.0,0,0.0
352,internet,kmeans_plain,2,rfc,15,0,0.0,0,0.0
353,internet,kmeans_plain,2,spam,15,0,0.0,0,0.0
354,internet,kmeans_plain,2,people,15,3,0.2,10,0.6666666666666666
